"","RadolanGT10mm","RadolanSum","RadolanMax","K_factor","L_factor","S_factor","NDVI","Erosion_class","Phase","Eroding"
"292",1,251,126,0.499496785,3.102331284,0.838130296,0.168487727642059,"2",12,"Eroded"
"293",1,251,126,0.498975672,3.03203073,1.305093287,0.216643452644348,"2",12,"Eroded"
"294",1,238,121,0.435421032,2.51097311,1.820957537,0.202582627534866,"3",12,"Eroded"
"295",0,175,80,0.5,2.89449753,1.39564177,0.229942142963409,"1",12,"Eroded"
"296",1,258,132,0.496039604,2.899677835,1.196495296,0.198296636343002,"3",12,"Eroded"
"297",1,258,132,0.490011784,2.77188217,1.354229435,0.170099541544914,"3",12,"Eroded"
"298",1,283,133,0.499227528,2.680968947,1.929739814,0.161066979169846,"1",12,"Eroded"
"299",1,258,132,0.5,2.117881039,1.953233622,0.185662895441055,"3",12,"Eroded"
"300",1,282,145,0.487406713,2.375267723,1.353476645,0.205485939979553,"3",12,"Eroded"
"301",1,271,140,0.5,2.207190951,1.145910973,0.198388449847698,"2",12,"Eroded"
"302",1,270,127,0.491599515,3.062257856,1.951788059,0.188934892416,"3",12,"Eroded"
"303",1,208,116,0.374017112,2.863225334,1.19515124,0.585342794656754,"1",12,"Eroded"
"304",1,233.5,144,0.5,2.962928237,0.983966152,0.218555092811584,"2",12,"Eroded"
"305",1,283,133,0.49824493,2.489710611,0.776488073,0.188537299633026,"3",12,"Eroded"
"306",1,208,107,0.399611807,2.408152173,1.084500252,0.323269382119179,"0",12,"Non-eroded"
"307",1,220,126,0.473841006,2.667731009,1.416913218,0.215864390134811,"3",12,"Eroded"
"308",1,166,101,0.489020772,2.472218738,1.47912729,0.208452358841896,"2",12,"Eroded"
"309",1,208,107,0.498877414,2.656099238,1.109553941,0.476656645536423,"0",12,"Non-eroded"
"310",1,270,127,0.499835391,2.078609874,1.511482855,0.18621651083231,"1",12,"Eroded"
"311",1,251,126,0.498716303,1.524681641,1.993310121,0.195825070142746,"2",12,"Eroded"
"312",1,201,116,0.498273657,2.139478693,1.173652462,0.602430164813995,"2",12,"Eroded"
"313",1,300,168,0.499099678,2.55598559,1.100431923,0.263783186674118,"2",12,"Eroded"
"314",1,251,126,0.496321526,2.30807015,1.978104856,0.174821957945824,"3",12,"Eroded"
"315",1,251,126,0.49799474,3.379183433,1.122781801,0.595536291599274,"1",12,"Eroded"
"316",1,251,126,0.5,3.746092071,1.909544412,0.320895552635193,"1",12,"Eroded"
"317",1,283,133,0.400307315,1.768561462,0.918774031,0.209693387150764,"3",12,"Eroded"
"318",1,220,126,0.497004462,2.389223707,1.234654258,0.188445091247559,"1",12,"Eroded"
"319",1,231,132,0.49098688,2.264528807,1.09914307,0.174447625875473,"1",12,"Eroded"
"320",1,273,119.5,0.40384616,3.60691084,1.29662335,0.188818275928497,"3",12,"Eroded"
"321",0,175,80,0.499492214,2.87337441,0.987851182,0.229366071522236,"2",12,"Eroded"
"322",1,258,132,0.449858551,1.634753133,1.815233691,0.168322421610355,"3",12,"Eroded"
"323",1,231,132,0.40218614,2.423301059,1.265517256,0.222445443272591,"3",12,"Eroded"
"324",1,218,137,0.466245138,2.332439688,1.226079245,0.211302697658539,"3",12,"Eroded"
"325",1,265,137,0.49125253,2.870750619,1.427742312,0.233578711748123,"3",12,"Eroded"
"326",1,251,126,0.5,2.448105863,1.791268792,0.212786182761192,"1",12,"Eroded"
"327",1,300,168,0.5,2.912449896,0.770618042,0.191720560193062,"1",12,"Eroded"
"328",1,201,116,0.5,2.217137038,1.077111553,0.209177032113075,"2",12,"Eroded"
"329",1,238,121,0.39597075,2.134561119,2.276549644,0.181489259004593,"1",12,"Eroded"
"330",1,252,144,0.5,2.286495338,1.003219073,0.178212329745293,"0",12,"Non-eroded"
"331",1,157,102,0.499908495,2.779204209,1.038115889,0.172564297914505,"2",12,"Eroded"
"332",1,259,171,0.5,2.514021305,0.627602581,0.151111111044884,"1",12,"Eroded"
"333",0,146,96,0.498638662,3.248759144,1.781896396,0.181320905685425,"3",12,"Eroded"
"334",1,241,176,0.5,4.796538161,0.65786755,0.167950130999088,"2",12,"Eroded"
"335",0,235,96,0.40093692,2.767975643,1.284837197,0.168254978954792,"1",12,"Eroded"
"336",1,205,107,0.5,2.550343803,0.936510167,0.179380185902119,"3",12,"Eroded"
"337",1,157,102,0.491658085,2.682041967,1.537092708,0.215647146105766,"2",12,"Eroded"
"338",1,155,112,0.482631406,2.516277941,1.539030142,0.408546641469002,"0",12,"Non-eroded"
"339",1,253,127,0.371876773,2.362594119,1.931410935,0.211336180567741,"3",12,"Eroded"
"340",1,202,107,0.155503151,2.049808178,2.105073556,0.263930387794971,"3",12,"Eroded"
"341",1,202,107,0.477308919,2.686816083,0.778282845,0.202179677784443,"3",12,"Eroded"
"342",1,202,107,0.396520769,2.419718293,2.083057422,0.215156458318233,"3",12,"Eroded"
"343",1,157,102,0.5,3.261356414,1.319317075,0.506987333297729,"3",12,"Eroded"
"344",1,202,107,0.5,2.173547341,0.606032524,0.205593109130859,"2",12,"Eroded"
"345",1,240,101,0.47408474,2.941291743,1.303385837,0.648606717586517,"2",12,"Eroded"
"346",1,259,171,0.303676482,1.922647976,1.64681199,0.225044898688793,"1",12,"Eroded"
"347",1,154,103,0.498811498,2.657941403,1.068747514,0.249808922410011,"2",12,"Eroded"
"348",1,249,134,0.498381634,2.196220172,0.705287376,0.259974800050259,"1",12,"Eroded"
"349",1,157,102,0.402251702,2.279475938,0.987007407,0.202276214957237,"2",12,"Eroded"
"350",1,157,102,0.49980456,2.266522473,1.034822633,0.22457666695118,"2",12,"Eroded"
"351",1,208,107,0.5,2.006366215,0.837461734,0.387764126062393,"1",12,"Eroded"
"352",1,241,176,0.487743985,3.637629143,1.187101737,0.185828424990177,"1",12,"Eroded"
"353",1,259,171,0.498013817,2.618831603,0.661632853,0.18280316144228,"1",12,"Eroded"
"354",1,240,117,0.5,2.558508022,0.828169557,0.582693755626678,"1",12,"Eroded"
"355",1,251,158,0.4797762,2.08909511,0.654942055,0.447551220655441,"1",12,"Eroded"
"356",1,198,144,0.49829606,2.897946751,1.956131117,0.18872544914484,"3",12,"Eroded"
"357",1,155,112,0.5,2.802541644,0.789815712,0.706027388572693,"1",12,"Eroded"
"358",1,241,176,0.5,2.699063995,0.523274967,0.696641325950623,"0",12,"Non-eroded"
"359",1,241,176,0.5,5.146548034,0.78426226,0.502703666687012,"0",12,"Non-eroded"
"360",0,146,96,0.499232359,2.999696781,1.695131909,0.211222976446152,"3",12,"Eroded"
"361",0,237,99,0.400000006,2.624300862,1.605544324,0.163002103567123,"1",12,"Eroded"
"362",1,255,159.5,0.5,2.451449358,0.470647388,0.159662917256355,"1",12,"Eroded"
"363",1,251,158,0.468996962,1.489389056,0.574786686,0.177004903554916,"1",12,"Eroded"
"364",0,227,97.5,0.5,2.211752056,0.866447245,0.216295540332794,"1",12,"Eroded"
"365",1,157,102,0.495652174,2.496954089,1.192524285,0.613529592752457,"2",12,"Eroded"
"366",1,240,117,0.5,2.56391629,1.18972891,0.181859329342842,"3",12,"Eroded"
"367",1,253,127,0.332035938,1.895709577,1.069107899,0.642751276493073,"1",12,"Eroded"
"368",1,244,117,0.499977309,2.471886318,0.78953721,0.500247463583946,"2",12,"Eroded"
"369",1,157,102,0.396095301,3.523296824,1.381302805,0.202622964978218,"1",12,"Eroded"
"370",1,240,117,0.499709935,2.713949964,1.25820391,0.185942277312279,"3",12,"Eroded"
"371",1,253,115,0.5,2.585658317,1.132948957,0.200975432991982,"3",12,"Eroded"
"372",0,235,96,0.446374547,1.8982723,1.378279307,0.200548633933067,"2",12,"Eroded"
"373",1,249,134,0.495123153,3.691006898,1.006036651,0.161053508520126,"2",12,"Eroded"
"374",1,240,117,0.492493639,1.791009542,0.735045079,0.215485289692879,"1",12,"Eroded"
"375",1,253,127,0.497284577,2.89618682,1.303014291,0.237194612622261,"2",12,"Eroded"
"376",1,246.5,116,0.499960085,2.500880522,0.85901776,0.178700014948845,"3",12,"Eroded"
"377",0,237,99,0.499209486,2.246517786,1.290857261,0.184075266122818,"2",12,"Eroded"
"378",0.5,237.5,98.5,0.400241844,2.179879686,1.185503619,0.21124829351902,"2",12,"Eroded"
"379",1,244,141,0.49935846,2.484632718,0.895131706,0.209439903497696,"1",12,"Eroded"
"380",1,244,141,0.5,2.69224872,1.061178989,0.190814904868603,"1",12,"Eroded"
"381",1,259,171,0.372598708,2.659893343,0.887106435,0.163864344358444,"1",12,"Eroded"
"382",1,205,104,0.304586311,2.387525675,1.874913265,0.205071829259396,"1",12,"Eroded"
"383",4,1106,760,0.398573176,2.160297764,1.102914607,0.431732654571533,"1",67,"Eroded"
"384",4,1008,660,0.300104396,2.819995825,1.808108771,0.638873368501663,"1",67,"Eroded"
"385",4,1048,722,0.299241083,2.673919641,0.969583301,0.818593442440033,"2",67,"Eroded"
"386",4,1042,708,0.300000012,3.203450514,0.885489101,0.696289539337158,"0",67,"Non-eroded"
"387",4,1088,768,0.300684973,2.471124043,0.791056689,0.634305715560913,"1",67,"Eroded"
"388",4,1112,792,0.349853881,2.864524841,1.2216579,0.549946501851082,"1",67,"Eroded"
"389",4,1112.5,793.5,0.30007459,3.377465399,1.695500112,0.712627828121185,"1",67,"Eroded"
"390",4,1076,766,0.299991781,3.661066532,1.085887379,0.63173919916153,"2",67,"Eroded"
"391",4,1076,766,0.300000012,2.439290778,0.840902514,0.500371038913727,"1",67,"Eroded"
"392",4,1032,698,0.300000012,2.297818831,1.19979855,0.678868964314461,"0",67,"Non-eroded"
"393",4,1076,766,0.300644957,1.517264825,0.583223637,0.564431190490723,"0",67,"Non-eroded"
"394",4,1042,732,0.300377173,2.97873232,1.204775443,0.857670605182648,"2",67,"Eroded"
"395",4,916,612,0.34677061,2.438562732,1.213071851,0.701729714870453,"2",67,"Eroded"
"396",4,998,694,0.307938309,3.620444702,1.360396945,0.57677286863327,"1",67,"Eroded"
"397",4,998,694,0.349999994,2.680908042,1.002799629,0.79874861240387,"1",67,"Eroded"
"398",4,998,694,0.300000012,2.715020528,1.336840756,0.515195205807686,"0",67,"Non-eroded"
"399",4,1114,802,0.400000006,2.272986569,0.753109415,0.455300338566303,"2",67,"Eroded"
"400",4,1114,798,0.35027292,2.652561136,0.694785986,0.566410839557648,"1",67,"Eroded"
"401",4,1086,780,0.35002157,2.509331736,0.570124524,0.573782578110695,"1",67,"Eroded"
"402",4,1116,802,0.300000012,3.596200745,0.977934649,0.669532865285873,"2",67,"Eroded"
"403",4,1076,740,0.400000006,2.511500814,1.05861797,0.80529648065567,"1",67,"Eroded"
"404",4,1060,736,0.293690259,2.890105169,1.136056648,0.772017419338226,"0",67,"Non-eroded"
"405",4,1076,740,0.384514643,1.99415023,1.103145933,0.848769992589951,"0",67,"Non-eroded"
"406",4,1087,756,0.400000006,1.875112606,0.60155968,0.637343287467957,"0",67,"Non-eroded"
"407",4,1060,736,0.300000012,2.180719641,1.12685898,0.768607884645462,"0",67,"Non-eroded"
"408",4,1046,716,0.300000012,2.718509555,1.492087865,0.416386663913727,"1",67,"Eroded"
"409",4,990,682,0.394723723,3.620356411,1.595386037,0.703638255596161,"0",67,"Non-eroded"
"410",4,1022,706,0.299793187,2.947437441,1.122299158,0.742450445890427,"0",67,"Non-eroded"
"411",4,960,660,0.242620007,2.448589676,1.348104692,0.853605806827545,"0",67,"Non-eroded"
"412",4,960,660,0.232991203,2.712765395,1.745380253,0.453655362129211,"0",67,"Non-eroded"
"413",4,1018,704,0.399393945,3.661325756,1.505331843,0.551737397909164,"1",67,"Eroded"
"414",4,1043,715,0.277838646,2.693787868,1.432113235,0.579996705055237,"1",67,"Eroded"
"415",4,1040,740,0.400000006,2.871324853,1.711746653,0.555965691804886,"1",67,"Eroded"
"416",4,1048,740,0.349986901,2.189653025,1.777492308,0.450163647532463,"1",67,"Eroded"
"417",1,284,194,0.400000006,4.718067001,1.806365816,0.837588101625443,"2",12,"Eroded"
"418",1,222,136,0.400000006,2.809659656,1.230252449,0.797545671463013,"1",12,"Eroded"
"419",1,188,105,0.399444641,2.674763849,2.09448386,0.425314038991928,"1",12,"Eroded"
"420",1,222,136,0.400000006,4.705313585,1.28390842,0.473664879798889,"1",12,"Eroded"
"421",1,284,194,0.399506403,2.860986792,1.249437131,0.740837037563324,"2",12,"Eroded"
"422",0,182,70,0.49517513,3.5508305,1.905130686,0.56255316734314,"1",12,"Eroded"
"423",1,196,193,0.429515568,2.452658823,0.800326219,0.195817068219185,"1",12,"Eroded"
"424",1,150,144.5,0.495740365,3.64195741,0.959344281,0.175923228263855,"0",12,"Non-eroded"
"425",1,196,193,0.400000006,3.136447367,0.904660192,0.175876349210739,"1",12,"Eroded"
"426",1,196,193,0.497996183,1.650101145,0.402773572,0.174163982272148,"1",12,"Eroded"
"427",1,153,147,0.494267878,1.657597047,0.81091613,0.481356456875801,"0",12,"Non-eroded"
"428",2,274,260,0.416146878,2.486275151,0.947394146,0.200171530246735,"1",12,"Eroded"
"429",1,147,142,0.394271575,2.220913724,1.038094446,0.1562744602561,"0",12,"Non-eroded"
"430",1,182,173,0.451145039,3.130775979,0.986979576,0.126858800649643,"2",12,"Eroded"
"431",1,158,149,0.5,2.206457758,0.603545762,0.267934672534466,"1",12,"Eroded"
"432",1,191,187,0.372665898,2.697947796,0.992074788,0.200263157486916,"1",12,"Eroded"
"433",1,158,149,0.465633077,2.251157621,0.536129633,0.20585872232914,"0",12,"Non-eroded"
"434",1,178,172,0.499694915,1.722700337,0.493973172,0.197228826582432,"0",12,"Non-eroded"
"435",1,191,187,0.418239923,2.580139135,0.849627698,0.17899888753891,"2",12,"Eroded"
"436",1,158,149,0.5,1.927675218,0.792571591,0.225771501660347,"0",12,"Non-eroded"
"437",0,148,91,0.396387687,2.874703116,1.385274895,0.437231346964836,"0",67,"Non-eroded"
"438",0,162,100,0.399981684,3.21616783,2.459137516,0.304768443107605,"3",12,"Eroded"
"439",0,148,91,0.450312653,2.257604138,0.773071175,0.214101806282997,"1",56,"Eroded"
"440",1,171,106,0.36510137,2.326717005,1.854914356,0.311582803726196,"1",12,"Eroded"
"441",0,125,69,0.400094703,3.058238638,1.889968953,0.800582408905029,"2",67,"Eroded"
"442",1,175,109,0.379884887,3.296746734,2.943750099,0.359446883201599,"3",12,"Eroded"
"443",0.5,168.5,104.5,0.382880191,2.162380183,1.410561321,0.373025864362717,"1",12,"Eroded"
"444",0,162,100,0.399726681,3.274779236,1.578562767,0.352328956127167,"1",12,"Eroded"
"445",0,162,100,0.399466317,3.944929955,1.619305582,0.276072829961777,"2",12,"Eroded"
"446",1,170,101,0.420488326,2.217085986,1.614524473,0.236617065966129,"2",12,"Eroded"
"447",1,170,101,0.400347228,3.847437991,2.098629054,0.369875907897949,"1",48.6666666666667,"Eroded"
"448",1,158,149,0.490010917,2.057303493,1.102005089,0.184250377118587,"0",12,"Non-eroded"
"449",0,95,86,0.449200947,2.838759339,1.276518488,0.586787760257721,"0",12,"Non-eroded"
"450",1,153,147,0.477997054,2.685207444,0.777961647,0.192098006606102,"1",12,"Eroded"
"451",1,127,117,0.498744658,2.133774984,0.717394388,0.287476807832718,"1",12,"Eroded"
"452",1,153,147,0.5,1.796764869,0.587617528,0.230114653706551,"0",12,"Non-eroded"
"453",0,107,98,0.49908369,2.443334758,0.553232476,0.419546008110046,"1",12,"Eroded"
"454",0,95,86,0.463535769,2.020166238,0.751388085,0.189467892050743,"0",12,"Non-eroded"
"455",1,127,117,0.469531249,2.506733871,0.888926044,0.106900807470083,"2",12,"Eroded"
"456",1,127,117,0.498281787,2.763280636,0.814595144,0.213222958147526,"2",12,"Eroded"
"457",0,107,98,0.465647225,2.266207681,0.478915575,0.105811521410942,"2",12,"Eroded"
"458",1,127,117,0.458281828,2.413634733,0.650601942,0.177655220031738,"1",12,"Eroded"
"459",0,107,98,0.464845023,1.949938009,0.578485157,0.109627440571785,"2",12,"Eroded"
"460",1,326,198,0.399975956,4.977712842,0.845175233,0.357287719845772,"1",12,"Eroded"
"461",0,274,144,0.425432778,2.976095465,1.155800313,0.797189354896545,"1",34,"Eroded"
"462",2,287,153,0.49918923,2.860021141,1.117583195,0.168293192982674,"3",19,"Eroded"
"463",1,292,174,0.47172472,3.577671972,0.870040398,0.190915361046791,"0",19,"Non-eroded"
"464",0,218,61,0.317607015,1.860650776,0.601957476,0.696350157260895,"1",12,"Eroded"
"465",0,271,86,0.403576165,3.597127816,0.810535146,0.813732862472534,"1",12,"Eroded"
"466",0,205,70,0.465141674,2.561179364,0.929642255,0.590346395969391,"1",12,"Eroded"
"467",0,218,61,0.506974085,2.475194957,0.683162959,0.356378212571144,"1",12,"Eroded"
"468",0,240,100,0.412566024,2.683701987,1.315986104,0.547694146633148,"3",12,"Eroded"
"469",1,307,129,0.540568014,3.361679523,1.223521284,0.690379112958908,"1",12,"Eroded"
"470",0,248,87,0.536573397,2.671590877,0.487754387,0.641980826854706,"0",12,"Non-eroded"
"471",0,292,95,0.550000012,2.101288217,0.441878185,0.82580691576004,"1",12,"Eroded"
"472",1,344,153,0.396834376,2.858865454,1.369081301,0.662853747606277,"1",12,"Eroded"
"473",0.5,263,98,0.459257574,2.437978585,1.184288469,0.544043064117432,"2",12,"Eroded"
"474",1,307,129,0.549989285,2.952290282,0.63143902,0.854464650154114,"2",12,"Eroded"
"475",0,292,95,0.405767706,3.565741456,1.539404847,0.804349422454834,"3",12,"Eroded"
"476",0,292,95,0.337853659,1.77700683,0.976111946,0.807382583618164,"1",12,"Eroded"
"477",1,294,102,0.462326397,2.36359143,0.864931728,0.731099307537079,"2",12,"Eroded"
"478",0,248,87,0.545539708,2.352020515,0.592466977,0.652265101671219,"1",12,"Eroded"
"479",0,292,95,0.550000012,2.498141776,0.548449455,0.811820507049561,"1",12,"Eroded"
"480",0,232,94,0.550000012,3.102924731,1.020475136,0.616104483604431,"2",12,"Eroded"
"481",1,294,102,0.407049353,2.442018586,1.256704232,0.675548076629639,"3",12,"Eroded"
"482",1,307,123,0.400991332,2.964163567,1.009435011,0.696187734603882,"2",12,"Eroded"
"483",0,292,95,0.550000012,2.013915802,0.565509876,0.877513110637665,"1",12,"Eroded"
"484",1,307,123,0.3965429,1.796705502,0.628473248,0.748563170433044,"1",12,"Eroded"
"485",0,292,95,0.391109147,2.311756934,0.709225211,0.749755144119263,"1",12,"Eroded"
"486",0,232,94,0.39153489,2.471054486,1.60616266,0.491405963897705,"2",12,"Eroded"
"487",1,274,134,0.42099744,1.971924951,0.678450049,0.257575690746307,"1",12,"Eroded"
"488",0,292,95,0.549971848,3.701801353,0.73528901,0.657497942447662,"2",12,"Eroded"
"489",0,218,69,0.46768084,1.277613922,0.41642324,0.764171928167343,"1",12,"Eroded"
"490",1,344,153,0.407174727,2.047177176,1.569320078,0.607983767986298,"2",12,"Eroded"
"491",0,292,95,0.498803405,3.199561246,1.042110901,0.728364318609238,"3",12,"Eroded"
"492",0,292,95,0.401877656,3.869359882,1.016407614,0.787584662437439,"2",12,"Eroded"
"493",1,294,102,0.491628911,2.469562564,0.869520754,0.74342954158783,"1",12,"Eroded"
"494",1,344,153,0.466102363,3.455500788,1.280382738,0.605419516563416,"3",12,"Eroded"
"495",1,309,278,0.376458756,1.723532528,0.91699276,0.508222438395024,"3",67,"Eroded"
"496",1,166,135,0.533327525,2.849409569,0.775784279,0.468640029430389,"3",67,"Eroded"
"497",1,290,257,0.519742826,1.828030259,0.536904321,0.622769892215729,"3",67,"Eroded"
"498",1,301,268,0.491838292,2.974768119,0.989237813,0.757406741380692,"3",67,"Eroded"
"499",1,427,136,0.483164604,2.408340759,1.010256076,0.386983752250671,"1",20,"Eroded"
"500",1,481,188,0.387471562,2.441800706,1.43680653,0.421187475323677,"2",20,"Eroded"
"501",1,701,565,0.350691253,2.891235026,0.743052557,0.197721876204014,"0",19,"Non-eroded"
"502",1,684,551,0.200042885,2.224753002,0.782929299,0.259925931692123,"1",19,"Eroded"
"503",2,665,515,0.335287091,2.196698565,1.056668082,0.188335373997688,"2",19,"Eroded"
"504",1,575,442,0.349999994,2.53474212,1.019590514,0.371169298887253,"0",20,"Non-eroded"
"505",1,704,567,0.349999994,2.688465431,1.270025554,0.72870284318924,"2",19,"Eroded"
"506",1,549,436,0.30872554,2.414997357,0.739103328,0.200585640966892,"2",19,"Eroded"
"507",1,549,436,0.344051445,2.378592928,0.849572656,0.17902198433876,"2",19,"Eroded"
"508",1,290,183,0.194593206,2.147251285,0.793803322,0.707443416118622,"0",20,"Non-eroded"
"509",1,289,188,0.497309721,2.644518811,0.795215754,0.303935572504997,"1",20,"Eroded"
"510",1,185.5,131,0.400000006,2.264242001,1.948689658,0.31548535823822,"0",10,"Non-eroded"
"511",1,202,139,0.399753852,2.458326768,0.997226273,0.2743910998106,"0",10,"Non-eroded"
"512",1,204.5,134.5,0.340485318,2.119799487,1.147240631,0.309648305177689,"0",10,"Non-eroded"
"513",0,177,92,0.400000006,3.509159282,0.922009536,0.414344012737274,"1",10,"Eroded"
"514",1,217,146,0.357721877,2.749732483,1.831979072,0.455430418252945,"0",10,"Non-eroded"
"515",1,217,146,0.450981935,2.240887663,0.829020301,0.28828364610672,"0",10,"Non-eroded"
"516",1,207,130,0.269747908,3.358189672,1.956412164,0.29003056883812,"0",10,"Non-eroded"
"517",0,177,92,0.425526178,2.377070697,0.925127536,0.696906685829163,"1",10,"Eroded"
"518",1,182,172,0.420643944,2.630775651,1.150174062,0.853783190250397,"0",10,"Non-eroded"
"519",1,150,143,0.444016231,2.232263017,0.842710524,0.311611488461494,"1",10,"Eroded"
"520",1,253,204,0.42529601,2.87765077,1.617665815,0.494060501456261,"3",10,"Eroded"
"521",1,281,175,0.474789917,1.75456945,0.606013006,0.695367336273193,"2",12,"Eroded"
"522",1,360,256,0.466337924,2.513087828,1.025510453,0.818597078323364,"2",12,"Eroded"
"523",1,353,245,0.498966942,2.267613633,0.991578829,0.679978907108307,"1",12,"Eroded"
"524",1,353,245,0.407663477,2.216617961,1.295265486,0.735234320163727,"2",12,"Eroded"
"525",1,353,245,0.352734932,2.836614304,1.364230646,0.764430105686188,"1",12,"Eroded"
"526",1,277,166,0.519266313,3.496284668,1.033042221,0.752252995967865,"2",12,"Eroded"
"527",1,320,223,0.419931212,2.233789282,1.164634705,0.342000752687454,"1",23,"Eroded"
"528",1,320,223,0.483041082,2.400433366,1.253027639,0.712131440639496,"2",67,"Eroded"
"529",1,245,142,0.549452567,3.502524637,0.573266795,0.297925174236298,"2",10,"Eroded"
"530",1,471,376,0.443753606,2.672375073,1.203646397,0.652541518211365,"1",30.3333333333333,"Eroded"
"531",1,266,172,0.430111528,3.309622943,0.852163982,0.551201015710831,"1",10,"Eroded"
"532",1,266,172,0.421798566,2.972657556,1.020180306,0.406515419483185,"3",10,"Eroded"
"533",1,360,256,0.425568672,2.994004292,0.977092528,0.695979446172714,"2",12,"Eroded"
"534",1,321,223,0.480012612,2.822018285,1.041443831,0.6402747631073,"1",12,"Eroded"
"535",1,429,335,0.480390336,3.031852238,1.052472776,0.640180617570877,"2",67,"Eroded"
"536",1,347,259,0.373275251,2.230183227,1.133370245,0.630575239658356,"2",48.6666666666667,"Eroded"
"537",0,106,92,0.479547992,3.039156253,1.255273567,0.232575416564941,"1",10,"Eroded"
"538",0,106,92,0.497571342,2.371493627,1.29410899,0.310866162180901,"1",10,"Eroded"
"539",0.5,120.5,89,0.477389465,2.990883506,0.866156312,0.263496443629265,"0",10,"Non-eroded"
"540",1,127,102,0.473593467,2.314974571,1.084187076,0.321867287158966,"1",10,"Eroded"
"541",0,125,90,0.499828061,2.346529573,0.609792735,0.232484430074692,"0",10,"Non-eroded"
"542",0,134.5,69,0.469069574,2.753725901,0.739365693,0.241038531064987,"0",10,"Non-eroded"
"543",0,140,70,0.337707005,2.487589808,1.294299125,0.219264261424541,"1",10,"Eroded"
"544",0,104,56,0.304451695,2.587457114,1.461190216,0.299484550952911,"1",10,"Eroded"
"545",1,180,112,0.432416791,4.321997069,1.143328023,0.22120712697506,"1",10,"Eroded"
"546",0,73,62,0.47429035,2.354157852,0.867810738,0.262797325849533,"0",10,"Non-eroded"
"547",0.5,120,109,0.319354843,2.432029025,1.281795895,0.20209464430809,"1",10,"Eroded"
"548",0,73,62,0.37025317,2.748056436,0.961048764,0.241785034537315,"1",10,"Eroded"
"549",1,248,181,0.373211755,2.401426338,1.006622294,0.238264940679073,"1",10,"Eroded"
"550",1,230,134,0.415981888,2.433096086,1.105451592,0.236463472247124,"1",10,"Eroded"
"551",1,248,181,0.300548119,2.053937307,0.971025298,0.258262157440186,"1",10,"Eroded"
"552",1,203,155,0.373702428,2.662451609,1.800439338,0.283273935317993,"1",10,"Eroded"
"553",1,241,185,0.300558151,1.943012092,1.346299851,0.176123037934303,"1",10,"Eroded"
"554",1,188,141,0.430715064,2.762801729,0.842345358,0.277555614709854,"0",10,"Non-eroded"
"555",1,242,197,0.395721118,2.288153461,0.676127335,0.858685404062271,"1",10,"Eroded"
"556",1,203,156,0.399899813,2.212129575,1.326385008,0.254781037569046,"2",10,"Eroded"
"557",1,203,156,0.499716599,1.93117206,0.944424764,0.274314999580383,"2",10,"Eroded"
"558",1,242,197,0.405681388,3.09869098,0.755465429,0.229195177555084,"1",10,"Eroded"
"559",1,188,141,0.411368116,3.030163385,1.153602694,0.617175072431564,"0",10,"Non-eroded"
"560",1,242,197,0.36337337,3.537772495,0.99277104,0.37009260058403,"3",10,"Eroded"
"561",1,241,181,0.37660004,2.885492288,1.269701492,0.38459450006485,"0",10,"Non-eroded"
"562",1,203,155,0.270010796,2.345589042,1.131413553,0.293190032243729,"1",10,"Eroded"
"563",1,221,174,0.460893515,2.449367276,1.055661744,0.205337718129158,"2",10,"Eroded"
"564",1,248,181,0.432464716,2.248054467,1.564572929,0.251716606318951,"1",10,"Eroded"
"565",1,239,192,0.499783667,1.685288263,0.604262332,0.22362295538187,"1",10,"Eroded"
"566",1,242,197,0.363179732,2.533551613,0.800025459,0.214589402079582,"2",10,"Eroded"
"567",1,225,175,0.473248039,2.243239009,0.823926526,0.25449700653553,"1",10,"Eroded"
"568",1,188,141,0.400000006,2.958879681,0.77028289,0.278101205825806,"1",10,"Eroded"
"569",0,125,73,0.375845933,2.472492274,1.237517487,0.355645790696144,"0",10,"Non-eroded"
"570",0,107.5,54,0.408786854,2.122989156,0.93623366,0.2397720515728,"1",10,"Eroded"
"571",0,129,70,0.400143623,2.316108512,0.496781517,0.193391218781471,"0",10,"Non-eroded"
"572",1,180,112,0.376481482,3.389483333,0.92429594,0.225885085761547,"1",10,"Eroded"
"573",0.5,152.5,92.5,0.379421887,2.704932362,1.066974012,0.239164113998413,"1",10,"Eroded"
"574",0,125,73,0.360072419,3.101188938,0.987022093,0.258310869336128,"0",10,"Non-eroded"
"575",0,198,96,0.392559946,1.647970762,0.950543813,0.317055195569992,"0",10,"Non-eroded"
"576",1,230,127.5,0.335100554,2.469508588,1.395250551,0.847660481929779,"0",10,"Non-eroded"
"577",1,230,134,0.342148917,2.901663105,1.252708317,0.269592136144638,"0",10,"Non-eroded"
"578",1,230,134,0.37245401,2.281513144,0.815536331,0.339910760521889,"0",10,"Non-eroded"
"579",0,198,96,0.318884673,2.757678705,1.620531007,0.208289280533791,"3",10,"Eroded"
"580",1,178,103,0.391790094,2.317610004,1.072670512,0.350726038217545,"1",10,"Eroded"
"581",1,178,103,0.400035291,2.868614276,1.058064169,0.476609796285629,"2",10,"Eroded"
"582",0,86,58,0.400946378,1.973743689,0.813188659,0.431440860033035,"1",10,"Eroded"
"583",0,198,96,0.332120296,2.502134465,1.178896491,0.394843816757202,"1",10,"Eroded"
"584",1,230,134,0.362222228,2.279245044,1.416600846,0.228495702147484,"2",10,"Eroded"
